iter	simplex_id	ef_attempted	ef_ok	solver_status	termination_condition	ef_time_sec	K_ef	ef_obj	true_obj	ub_updated	UB_incumbent	ms_issue_count	ms_issue_scenarios	ms_issue_reasons	ms_issue_details	dual_bound_fail_count	dual_bound_fail_details	ms_cached_count	ms_cached_scenarios	cs_cached_count	cs_cached_scenarios	lb_simp_LB_sur	lb_simp_LB_linear	lb_simp_c_total_finite	lb_simp_c_total_all	lb_simp_ms_total	lb_simp_min_fverts_sum	lb_simp_lb_case	LB_global_end_sum	UB_global_end_sum	ms_lb_gt_primal_count	cs_lb_gt_primal_count
1	(0, 3, 4, 8)	True	True	ok	optimal	0.332	(-9.99861381153148, 99.98614118897048, 99.98614008139702)	2.7224339042991312	13.612169580071427	False	2.223894848	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.920665	-39799395354.913132	4.920665	4.920665	-39799395366.092178	11.179046	all_ms_finite	4.919951	11.119474	0	0
2	(0, 3, 8, 9)	True	True	ok	optimal	0.275	(-10.000000000164253, 99.99999180144532, 99.99998969308533)	2.7224338714598413	13.612169411187725	False	2.223894848	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39899009494.092270	4.919951	4.919951	-39899009505.271317	11.179046	all_ms_finite	4.919951	11.119474	0	0
3	(0, 8, 9, 10)	True	False	warning	infeasible	0.484	None	nan	None	False	2.223894848	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39916950788.676590	4.919951	4.919951	-39916950799.855637	11.179046	all_ms_finite	4.919951	11.119474	0	0
4	(0, 4, 8, 9)	True	False	warning	infeasible	0.563	None	nan	None	False	2.223894848	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39897900843.580605	4.919951	4.919951	-39897900854.759651	11.179046	all_ms_finite	4.919951	11.119474	0	0
5	(0, 4, 8, 12)	True	True	ok	optimal	0.721	(-9.99995215104152, -99.99994111665463, 0.814278025704444)	0.9841670034285022	4.920835122270647	True	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39894333869.686180	4.919951	4.919951	-39894333880.865227	11.179046	all_ms_finite	4.919951	4.920835	0	0
6	(0, 4, 8, 13)	True	True	ok	optimal	0.292	(-9.99995014561878, -99.99994501641581, 0.8142780241752677)	0.9841670034256824	4.920835122255019	True	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39619017680.032654	4.919951	4.919951	-39619017691.211700	11.179046	all_ms_finite	4.919951	4.920835	0	0
7	(0, 3, 8, 10)	True	True	ok	optimal	0.422	(-9.999947618552074, -99.99968406290553, 0.8142776873562724)	0.984167025716169	4.920835233736904	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39884841629.152451	4.919951	4.919951	-39884841640.331497	11.179046	all_ms_finite	4.919951	4.920835	0	0
8	(0, 3, 8, 15)	True	True	ok	optimal	0.428	(-9.999963669002103, -99.99965343378975, 0.8142776997219234)	0.9841670256898813	4.92083523354153	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39858437954.564392	4.919951	4.919951	-39858437965.743439	11.179046	all_ms_finite	4.919951	4.920835	0	0
9	(0, 8, 10, 15)	True	True	ok	optimal	0.310	(-9.99994162936479, -99.99968596200819, 0.8142776956845466)	0.9841670265250717	4.920835237737788	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39900449104.532051	4.919951	4.919951	-39900449115.711098	11.179046	all_ms_finite	4.919951	4.920835	0	0
10	(0, 8, 10, 17)	True	True	ok	optimal	0.155	(-9.999941722225893, -99.9996858811455, 0.8142776955975958)	0.984167026516841	4.920835237722997	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39884869519.978195	4.919951	4.919951	-39884869531.157242	11.179046	all_ms_finite	4.919951	4.920835	0	0
11	(0, 8, 17, 18)	True	True	ok	optimal	0.147	(-9.999941719506152, -99.99968579958859, 0.8142776957534031)	0.9841670265241197	4.9208352377647975	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919951	-39860487525.507126	4.919951	4.919951	-39860487536.686172	11.179046	all_ms_finite	4.919951	4.920835	0	0
12	(0, 8, 9, 12)	True	True	ok	optimal	0.280	(-9.999964279766761, -99.99991967948502, 0.8142780331829508)	0.9841670032654485	4.920835121466529	True	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919952	-39926703719.670692	4.919952	4.919952	-39926703730.849739	11.179046	all_ms_finite	4.919951	4.920835	0	0
13	(0, 3, 8, 16)	True	True	ok	optimal	0.162	(-9.999968691079165, -99.99964384461991, 0.8142777035699218)	0.9841670256821161	4.920835233520232	False	0.984167024	0			{"issues":{},"cached":5}	0	{}	5	scen_1,scen_2,scen_3,scen_4,scen_5	5	scen_1,scen_2,scen_3,scen_4,scen_5	4.919952	-39799747947.318100	4.919952	4.919952	-39799747958.497147	11.179046	all_ms_finite	4.919951	4.920835	0	0
