Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever
5.927,8,0.979003799,2.186475389,55.2246%,1.20747,0.979003799,2.186475389
7.772,9,0.973176582,2.186475389,55.4911%,1.21330,0.979003799,2.186475389
