Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
1.207,1, ,* L U,0.94510332,0.98543828,4.0931%,0.040335,2
2.551,2, , ,0.94510332,0.98543828,4.0931%,0.040335,3
3.898,3, ,* L  ,0.94760969,0.98543828,3.8388%,0.037829,4
5.273,4, , ,0.94760969,0.98543828,3.8388%,0.037829,5
6.647,5, ,* L  ,0.94865584,0.98543828,3.7326%,0.036782,6
8.016,6, , ,0.94865584,0.98543828,3.7326%,0.036782,7
9.448,7, ,* L  ,0.94866623,0.98543828,3.7315%,0.036772,8
10.929,8, , ,0.94866623,0.98543828,3.7315%,0.036772,9
12.303,9, ,* L  ,0.94867541,0.98543828,3.7306%,0.036763,10
13.67,10, , ,0.94867541,0.98543828,3.7306%,0.036763,11
15.041,11, ,* L  ,0.94868367,0.98543828,3.7298%,0.036755,12
16.545,12, , ,0.94868367,0.98543828,3.7298%,0.036755,13
17.911,13, ,* L  ,0.94870369,0.98543828,3.7277%,0.036735,14
19.45,14, , ,0.94870369,0.98543828,3.7277%,0.036735,15
20.913,15, ,* L  ,0.94872058,0.98543828,3.726%,0.036718,16
22.408,16, , ,0.94872058,0.98543828,3.726%,0.036718,17
23.835,17, ,* L  ,0.94872146,0.98543828,3.7259%,0.036717,18
25.256,18, , ,0.94872146,0.98543828,3.7259%,0.036717,19
26.734,19, ,* L  ,0.94872227,0.98543828,3.7259%,0.036716,20
28.272,20, , ,0.94872227,0.98543828,3.7259%,0.036716,21
29.89,21, ,* L  ,0.94872442,0.98543828,3.7256%,0.036714,22
31.362,22, , ,0.94872442,0.98543828,3.7256%,0.036714,23
32.869,23, ,* L  ,0.94872696,0.98543828,3.7254%,0.036711,24
34.346,24, , ,0.94872696,0.98543828,3.7254%,0.036711,25
35.785,25, ,* L  ,0.94872785,0.98543828,3.7253%,0.03671,26
37.24,26, , ,0.94872785,0.98543828,3.7253%,0.03671,27
38.853,27, ,* L  ,0.9487416,0.98543828,3.7239%,0.036697,28
40.608,28, , ,0.9487416,0.98543828,3.7239%,0.036697,29
42.618,29, ,* L  ,0.94928944,0.98543828,3.6683%,0.036149,30
44.095,30, , ,0.94928944,0.98543828,3.6683%,0.036149,31
45.726,31, ,* L  ,0.94938847,0.98543828,3.6583%,0.03605,32
47.241,32, , ,0.94938847,0.98543828,3.6583%,0.03605,33
48.723,33, ,* L  ,0.94943692,0.98543828,3.6533%,0.036001,34
50.203,34, , ,0.94943692,0.98543828,3.6533%,0.036001,35
51.605,35, ,* L  ,0.9494663,0.98543828,3.6504%,0.035972,36
53.04,36, , ,0.9494663,0.98543828,3.6504%,0.035972,37
54.449,37, ,* L  ,0.95617562,0.98543828,2.9695%,0.029263,38
55.846,38, , ,0.95617562,0.98543828,2.9695%,0.029263,39
57.257,39, ,* L  ,0.95939909,0.98543828,2.6424%,0.026039,40
58.737,40, , ,0.95939909,0.98543828,2.6424%,0.026039,41
60.219,41, ,* L  ,0.95940838,0.98543828,2.6415%,0.02603,42
61.652,42, , ,0.95940838,0.98543828,2.6415%,0.02603,43
63.271,43, ,* L  ,0.96269444,0.98543828,2.308%,0.022744,44
64.677,44, , ,0.96269444,0.98543828,2.308%,0.022744,45
66.133,45, ,* L  ,0.9673392,0.98543828,1.8367%,0.018099,46
67.587,46, , ,0.9673392,0.98543828,1.8367%,0.018099,47
69.135,47, ,* L  ,0.97021022,0.98543828,1.5453%,0.015228,48
70.564,48, , ,0.97021022,0.98543828,1.5453%,0.015228,49
71.958,49, ,* L  ,0.97357221,0.98543828,1.2041%,0.011866,50
73.565,50, , ,0.97357221,0.98543828,1.2041%,0.011866,51
75.048,51, ,* L  ,0.97405384,0.98543828,1.1553%,0.011384,52
76.394,52, , ,0.97405384,0.98543828,1.1553%,0.011384,53
77.766,53, ,* L  ,0.97686807,0.98543828,0.8697%,0.00857,54
79.187,54, , ,0.97686807,0.98543828,0.8697%,0.00857,55
80.592,55, ,* L  ,0.97832473,0.98543828,0.7219%,0.007114,56
82.183,56, , ,0.97832473,0.98543828,0.7219%,0.007114,57
83.781,57, ,* L  ,0.97832636,0.98543828,0.7217%,0.007112,58
85.311,58, , ,0.97832636,0.98543828,0.7217%,0.007112,59
86.871,59, ,* L  ,0.97832781,0.98543828,0.7216%,0.00711,60
88.479,60, , ,0.97832781,0.98543828,0.7216%,0.00711,61
