Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
9.095,1, ,* L U,0.95630935,0.97849443,2.2673%,0.022185,2
18.659,2, , ,0.95630935,0.97849443,2.2673%,0.022185,3
29.886,3, ,* L U,0.96112058,0.97849385,1.7755%,0.017373,4
38.657,4, ,* U  ,0.96112058,0.97766745,1.6925%,0.016547,5
49.802,5, ,* L  ,0.96161452,0.97766745,1.642%,0.016053,6
57.434,6, ,* U  ,0.96161452,0.97698945,1.5737%,0.015375,7
68.75,7, ,* L  ,0.96336024,0.97698945,1.395%,0.013629,8
80.574,8, , ,0.96336024,0.97698945,1.395%,0.013629,9
87.994,9, ,* L  ,0.96540974,0.97698945,1.1852%,0.01158,10
94.7,10, , ,0.96540974,0.97698945,1.1852%,0.01158,11
104.011,11, ,* L  ,0.96656092,0.97698945,1.0674%,0.010429,12
109.013,12, , ,0.96656092,0.97698945,1.0674%,0.010429,13
113.73,13, , ,0.96656092,0.97698945,1.0674%,0.010429,14
118.066,14, , ,0.96656092,0.97698945,1.0674%,0.010429,15
123.315,15, , ,0.96656092,0.97698945,1.0674%,0.010429,16
128.404,16, , ,0.96656092,0.97698945,1.0674%,0.010429,17
132.619,17, ,* L  ,0.96696357,0.97698945,1.0262%,0.010026,18
136.631,18, , ,0.96696357,0.97698945,1.0262%,0.010026,19
140.807,19, ,* L  ,0.96696363,0.97698945,1.0262%,0.010026,20
145.416,20, , ,0.96696363,0.97698945,1.0262%,0.010026,21
149.933,21, ,* L  ,0.96697119,0.97698945,1.0254%,0.010018,22
154.516,22, , ,0.96697119,0.97698945,1.0254%,0.010018,23
158.454,23, ,* L  ,0.96697283,0.97698945,1.0253%,0.010017,24
162.473,24, , ,0.96697283,0.97698945,1.0253%,0.010017,25
166.919,25, ,* L  ,0.96698782,0.97698945,1.0237%,0.010002,26
171.283,26, , ,0.96698782,0.97698945,1.0237%,0.010002,27
176.159,27, ,* L  ,0.96717508,0.97698945,1.0046%,0.009814,28
181.2,28,Bound, ,0.96717508,0.97698945,1.0046%,0.009814,27
185.38,29,Bound,* L  ,0.9673442,0.97698945,0.9872%,0.009645,26
314.904,30, , ,0.9673442,0.97698945,0.9872%,0.009645,27
444.057,31, ,* L  ,0.96798594,0.97698945,0.9216%,0.009004,28
449.094,32, , ,0.96798594,0.97698945,0.9216%,0.009004,29
454.451,33,Bound,* L  ,0.96839875,0.97698945,0.8793%,0.008591,28
584.018,34,Bound, ,0.96839875,0.97698945,0.8793%,0.008591,27
