Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
13111.521,136, , ,0.97652891,0.97969787,0.3235%,0.003169,117
13155.155,137, ,* L  ,0.97653047,0.97969787,0.3233%,0.003167,118
13193.169,138, , ,0.97653047,0.97969787,0.3233%,0.003167,119
13232.971,139, ,* L  ,0.9765317,0.97969787,0.3232%,0.003166,120
13274.373,140, , ,0.9765317,0.97969787,0.3232%,0.003166,121
13328.821,141, ,* L  ,0.9765348,0.97969787,0.3229%,0.003163,122
13384.188,142, , ,0.9765348,0.97969787,0.3229%,0.003163,123
13430.791,143, ,* L  ,0.97653501,0.97969787,0.3228%,0.003163,124
13465.979,144, , ,0.97653501,0.97969787,0.3228%,0.003163,125
13499.546,145, ,* L  ,0.97653728,0.97969787,0.3226%,0.003161,126
13532.772,146, , ,0.97653728,0.97969787,0.3226%,0.003161,127
13566.361,147, ,* L  ,0.9765379,0.97969787,0.3225%,0.00316,128
13597.687,148, , ,0.9765379,0.97969787,0.3225%,0.00316,129
13630.928,149, ,* L  ,0.9765382,0.97969787,0.3225%,0.00316,130
13664.488,150, , ,0.9765382,0.97969787,0.3225%,0.00316,131
13695.902,151, ,* L  ,0.97654329,0.97969787,0.322%,0.003155,132
13727.101,152, , ,0.97654329,0.97969787,0.322%,0.003155,133
13761.039,153, ,* L  ,0.97654415,0.97969787,0.3219%,0.003154,134
13794.298,154, , ,0.97654415,0.97969787,0.3219%,0.003154,135
13825.492,155, ,* L  ,0.97654704,0.97969787,0.3216%,0.003151,136
13857.109,156, , ,0.97654704,0.97969787,0.3216%,0.003151,137
13889.886,157, ,* L  ,0.97654765,0.97969787,0.3215%,0.00315,138
13921.442,158, , ,0.97654765,0.97969787,0.3215%,0.00315,139
13954.991,159, ,* L  ,0.97655616,0.97969787,0.3207%,0.003142,140
13994.725,160, , ,0.97655616,0.97969787,0.3207%,0.003142,141
14027.937,161, ,* L  ,0.97655793,0.97969787,0.3205%,0.00314,142
14061.638,162, , ,0.97655793,0.97969787,0.3205%,0.00314,143
14092.863,163, ,* L  ,0.97655986,0.97969787,0.3203%,0.003138,144
14124.016,164, , ,0.97655986,0.97969787,0.3203%,0.003138,145
14157.917,165, ,* L  ,0.97657044,0.97969787,0.3192%,0.003127,146
14189.071,166, , ,0.97657044,0.97969787,0.3192%,0.003127,147
14222.713,167, ,* L  ,0.97657414,0.97969787,0.3188%,0.003124,148
14254.222,168, , ,0.97657414,0.97969787,0.3188%,0.003124,149
14288.02,169, ,* L  ,0.9765755,0.97969787,0.3187%,0.003122,150
14325.547,170, , ,0.9765755,0.97969787,0.3187%,0.003122,151
14363.195,171, ,* L  ,0.97657595,0.97969787,0.3187%,0.003122,152
14394.357,172, , ,0.97657595,0.97969787,0.3187%,0.003122,153
14427.88,173, ,* L  ,0.97657687,0.97969787,0.3186%,0.003121,154
14461.227,174, , ,0.97657687,0.97969787,0.3186%,0.003121,155
14494.016,175, ,* L  ,0.97657722,0.97969787,0.3185%,0.003121,156
14532.331,176, , ,0.97657722,0.97969787,0.3185%,0.003121,157
14566.082,177, ,* L  ,0.97657831,0.97969787,0.3184%,0.00312,158
14597.029,178, , ,0.97657831,0.97969787,0.3184%,0.00312,159
14631.228,179, ,* L  ,0.97658189,0.97969787,0.3181%,0.003116,160
14663.344,180, , ,0.97658189,0.97969787,0.3181%,0.003116,161
14695.881,181, ,* L  ,0.97658201,0.97969787,0.318%,0.003116,162
14729.279,182, , ,0.97658201,0.97969787,0.318%,0.003116,163
14760.72,183, ,* L  ,0.97658431,0.97969787,0.3178%,0.003114,164
14791.978,184, , ,0.97658431,0.97969787,0.3178%,0.003114,165
14825.55,185, ,* L  ,0.97658627,0.97969787,0.3176%,0.003112,166
14856.734,186, , ,0.97658627,0.97969787,0.3176%,0.003112,167
14890.08,187, ,* L  ,0.97660075,0.97969787,0.3161%,0.003097,168
14921.669,188, , ,0.97660075,0.97969787,0.3161%,0.003097,169
14954.778,189, ,* L  ,0.97660196,0.97969787,0.316%,0.003096,170
14988.466,190, , ,0.97660196,0.97969787,0.316%,0.003096,171
15021.914,191, ,* L  ,0.97661035,0.97969787,0.3152%,0.003088,172
15061.355,192, , ,0.97661035,0.97969787,0.3152%,0.003088,173
15096.959,193, ,* L  ,0.97661818,0.97969787,0.3144%,0.00308,174
15171.287,194, , ,0.97661818,0.97969787,0.3144%,0.00308,175
15242.733,195, ,* L  ,0.97662045,0.97969787,0.3141%,0.003077,176
15309.94,196,Bound, ,0.97662045,0.97969787,0.3141%,0.003077,175
15377.803,197, ,* L  ,0.97662049,0.97969787,0.3141%,0.003077,176
15441.286,198, , ,0.97662049,0.97969787,0.3141%,0.003077,177
15495.473,199, ,* L  ,0.97662065,0.97969787,0.3141%,0.003077,178
15541.357,200, , ,0.97662065,0.97969787,0.3141%,0.003077,179
15591.231,201, ,* L  ,0.97662222,0.97969787,0.3139%,0.003076,180
15637.779,202, , ,0.97662222,0.97969787,0.3139%,0.003076,181
15688.948,203, ,* L  ,0.97662298,0.97969787,0.3139%,0.003075,182
15749.005,204, , ,0.97662298,0.97969787,0.3139%,0.003075,183
15811.973,205, ,* L  ,0.97662601,0.97969787,0.3136%,0.003072,184
15865.657,206, , ,0.97662601,0.97969787,0.3136%,0.003072,185
15915.56,207, ,* L  ,0.97662734,0.97969787,0.3134%,0.003071,186
16148.553,208, , ,0.97662734,0.97969787,0.3134%,0.003071,187
16276.238,209, ,* L  ,0.97663158,0.97969787,0.313%,0.003066,188
16325.179,210, , ,0.97663158,0.97969787,0.313%,0.003066,189
16374.245,211, ,* L  ,0.97663256,0.97969787,0.3129%,0.003065,190
16421.913,212, , ,0.97663256,0.97969787,0.3129%,0.003065,191
16474.049,213, ,* L  ,0.97663705,0.97969787,0.3124%,0.003061,192
16523.008,214, , ,0.97663705,0.97969787,0.3124%,0.003061,193
16577.451,215, ,* L  ,0.97663981,0.97969787,0.3121%,0.003058,194
16628.578,216, , ,0.97663981,0.97969787,0.3121%,0.003058,195
16684.703,217, ,* L  ,0.97664738,0.97969787,0.3114%,0.00305,196
16864.52,218, , ,0.97664738,0.97969787,0.3114%,0.00305,197
16930.877,219, ,* L  ,0.97666191,0.97969787,0.3099%,0.003036,198
16984.181,220,Bound, ,0.97666191,0.97969787,0.3099%,0.003036,197
17043.079,221, ,* L  ,0.97666205,0.97969787,0.3099%,0.003036,198
17090.884,222, , ,0.97666205,0.97969787,0.3099%,0.003036,199
17161.188,223, ,* L  ,0.97666952,0.97969787,0.3091%,0.003028,200
17211.485,224, , ,0.97666952,0.97969787,0.3091%,0.003028,201
17264.835,225, ,* L  ,0.97667066,0.97969787,0.309%,0.003027,202
17318.439,226, , ,0.97667066,0.97969787,0.309%,0.003027,203
17366.979,227, ,* L U,0.97669558,0.97969785,0.3064%,0.003002,204
17431.625,228, , ,0.97669558,0.97969785,0.3064%,0.003002,205
17491.13,229, ,* L  ,0.97669873,0.97969785,0.3061%,0.002999,206
17571.294,230, , ,0.97669873,0.97969785,0.3061%,0.002999,207
17877.181,231, ,* L  ,0.97669873,0.97969785,0.3061%,0.002999,208
18130.116,232, , ,0.97669873,0.97969785,0.3061%,0.002999,209
18230.106,233,Bound,* L  ,0.97669962,0.97969785,0.306%,0.002998,208
18278.788,234, , ,0.97669962,0.97969785,0.306%,0.002998,209
18329.275,235, ,* L  ,0.97670841,0.97969785,0.3051%,0.002989,210
18380.133,236, , ,0.97670841,0.97969785,0.3051%,0.002989,211
18430.61,237, ,* L  ,0.97671777,0.97969785,0.3042%,0.00298,212
18480.779,238, , ,0.97671777,0.97969785,0.3042%,0.00298,213
18532.364,239, ,* L  ,0.97671836,0.97969785,0.3041%,0.002979,214
18581.085,240,Bound, ,0.97671836,0.97969785,0.3041%,0.002979,213
18636.606,241, ,* L  ,0.9767189,0.97969785,0.3041%,0.002979,214
18694.306,242, , ,0.9767189,0.97969785,0.3041%,0.002979,215
18753.789,243, ,* L  ,0.97672222,0.97969785,0.3037%,0.002976,216
18813.131,244, , ,0.97672222,0.97969785,0.3037%,0.002976,217
18866.564,245, ,* L  ,0.97673703,0.97969785,0.3022%,0.002961,218
18926.605,246, , ,0.97673703,0.97969785,0.3022%,0.002961,219
18984.97,247, ,* L  ,0.9767416,0.97969785,0.3018%,0.002956,220
19033.574,248, , ,0.9767416,0.97969785,0.3018%,0.002956,221
19084.375,249, ,* L  ,0.97674769,0.97969785,0.3011%,0.00295,222
19144.81,250, , ,0.97674769,0.97969785,0.3011%,0.00295,223
19233.172,251, ,* L  ,0.97675431,0.97969785,0.3005%,0.002944,224
19284.057,252,Bound, ,0.97675431,0.97969785,0.3005%,0.002944,223
19339.68,253, ,* L  ,0.97675585,0.97969785,0.3003%,0.002942,224
19396.846,254, , ,0.97675585,0.97969785,0.3003%,0.002942,225
19449.93,255,Bound,* L  ,0.97676459,0.97969785,0.2994%,0.002933,224
19506.934,256, , ,0.97676459,0.97969785,0.2994%,0.002933,225
19557.932,257, ,* L  ,0.97678115,0.97969785,0.2977%,0.002917,226
19612.844,258, , ,0.97678115,0.97969785,0.2977%,0.002917,227
19665.633,259, ,* L  ,0.97679168,0.97969785,0.2966%,0.002906,228
19725.512,260, , ,0.97679168,0.97969785,0.2966%,0.002906,229
19781.472,261, ,* L  ,0.97679367,0.97969785,0.2964%,0.002904,230
19832.487,262, , ,0.97679367,0.97969785,0.2964%,0.002904,231
19884.229,263, ,* L  ,0.97679799,0.97969785,0.296%,0.0029,232
19934.358,264, , ,0.97679799,0.97969785,0.296%,0.0029,233
19986.516,265, ,* L  ,0.97680777,0.97969785,0.295%,0.00289,234
20036.383,266, , ,0.97680777,0.97969785,0.295%,0.00289,235
20088.802,267, ,* L  ,0.9768165,0.97969785,0.2941%,0.002881,236
20140.22,268, , ,0.9768165,0.97969785,0.2941%,0.002881,237
20192.255,269, ,* L  ,0.97682126,0.97969785,0.2936%,0.002877,238
20254.259,270, , ,0.97682126,0.97969785,0.2936%,0.002877,239
20307.216,271,Bound,* L  ,0.97682566,0.97969785,0.2932%,0.002872,238
20371.335,272, , ,0.97682566,0.97969785,0.2932%,0.002872,239
20426.648,273, ,* L  ,0.97682649,0.97969785,0.2931%,0.002871,240
20482.942,274, , ,0.97682649,0.97969785,0.2931%,0.002871,241
20535.497,275, ,* L  ,0.97683925,0.97969785,0.2918%,0.002859,242
20593.668,276, , ,0.97683925,0.97969785,0.2918%,0.002859,243
20655.686,277, ,* L  ,0.97684177,0.97969785,0.2915%,0.002856,244
20716.005,278, , ,0.97684177,0.97969785,0.2915%,0.002856,245
20767.138,279, ,* L  ,0.97684383,0.97969785,0.2913%,0.002854,246
20819.145,280, , ,0.97684383,0.97969785,0.2913%,0.002854,247
20873.376,281, ,* L  ,0.97684944,0.97969785,0.2907%,0.002848,248
20925.187,282, , ,0.97684944,0.97969785,0.2907%,0.002848,249
20975.417,283, ,* L  ,0.97685121,0.97969785,0.2906%,0.002847,250
21143.794,284, , ,0.97685121,0.97969785,0.2906%,0.002847,251
21209.078,285,Bound,* L  ,0.97685121,0.97969785,0.2906%,0.002847,250
21359.526,286, , ,0.97685121,0.97969785,0.2906%,0.002847,251
21454.958,287,Bound,* L  ,0.97685976,0.97969785,0.2897%,0.002838,250
21511.814,288, , ,0.97685976,0.97969785,0.2897%,0.002838,251
21570.531,289, ,* L  ,0.97686197,0.97969785,0.2895%,0.002836,252
21624.549,290, , ,0.97686197,0.97969785,0.2895%,0.002836,253
