Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
1787.95     ,          1   ,                   ,     * U   ,      0.9727173   ,   0.97586654   ,      0.3227%     ,   0.003149       ,        2
4114.317    ,           2  ,                   ,      * U  ,       0.9727173  ,    0.97586654  ,       0.3227%    ,    0.003149      ,         3
6382.49     ,          3   ,                   ,           ,     0.97463896   ,   0.97586654   ,      0.1258%     ,   0.001228       ,        4
8499.124    ,           4  ,                   ,           ,      0.97463896  ,    0.97586654  ,       0.1258%    ,    0.001559      ,         5
8620.732    ,           5  ,                   ,      * U  ,      0.97463896  ,    0.97586654  ,       0.1258%    ,    0.001559      ,         6
11177.889   ,            6 ,                   ,           ,       0.97463896 ,     0.97586654 ,        0.1258%   ,     0.002334     ,          7
12188.138   ,            7  ,         Bound    ,           ,       0.97463896 ,     0.97586654 ,        0.1258%   ,     0.002334     ,          6
15133.369   ,            8   ,        Bound    ,       * L ,       0.97463896 ,     0.97586654 ,        0.1258%   ,     0.001228     ,          5
17210.256   ,            9   ,        Bound    ,       * L ,       0.97522198 ,     0.97586654  ,       0.0661%   ,     0.000645     ,          4
17338.732   ,           10   ,                 ,       * U ,       0.97522198 ,     0.97586654  ,       0.0661%   ,     0.000645     ,          5
17364.982   ,           11   ,        Bound    ,       * L ,        0.9752707 ,     0.97586654   ,      0.0611%   ,     0.000596     ,          4
17466.58    ,          12    ,                 ,           ,      0.9752707  ,    0.97586654    ,     0.0611%    ,    0.000678      ,         5
17476.192   ,           13   ,        Bound    ,           ,       0.9752707 ,     0.97586654   ,      0.0611%   ,     0.000678     ,          4
