Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
2554.943    ,           1      ,              ,       * U   ,     0.97552769   ,   0.97900405    ,     0.3551%     ,   0.003476       ,        2
5733.673    ,           2      ,              ,       * U   ,     0.97552769   ,   0.97900405    ,     0.3551%     ,   0.003476       ,        3
12413.353   ,            4     ,              ,             ,      0.97733883  ,    0.97900405   ,      0.1701%    ,    0.001665     ,          5
12607.336   ,            5     ,              ,        * U  ,      0.97733883  ,    0.97900405   ,      0.1701%    ,    0.001665     ,          6
16339.779   ,            6     ,              ,             ,      0.97756386  ,    0.97900405  ,       0.1471%    ,     0.00144     ,          7
17772.729   ,            7     ,      Bound   ,            ,       0.97756386  ,    0.97900405   ,      0.1471%    ,     0.00144     ,          6
23006.365   ,            8    ,               ,            ,        0.9756427  ,    0.97900405   ,      0.1471%    ,    0.003361     ,          7
27045.077   ,            9     ,              ,            ,        0.9756427  ,    0.97900405   ,      0.1471%    ,    0.003361     ,          8
31067.296   ,           10     ,      Bound   ,        * L ,       0.97626592  ,    0.97900405   ,      0.1471%    ,    0.002738     ,          7
33626.152   ,           11     ,      Bound   ,            ,       0.97626592  ,    0.97900405   ,      0.1471%    ,    0.002738     ,          6
33630.917   ,           12     ,      Bound   ,        * L ,       0.97802481  ,    0.97900405   ,         0.1%    ,    0.000979     ,          5
