time_s,iteration,UB,LB,rel_gap_pct,abs_gap
        Time (s)  Nodes Explored       Pruned by                              LB              UB        Rel. Gap        Abs. Gap         # Nodes
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           46.53               1                           * L        0.94606771             inf            inf%             inf               2
           89.21               2                                      0.94606771             inf            inf%             inf               3
         139.243               3                           * L U      0.94810888      0.98251227         3.5016%        0.034403               4
         175.997               4                           * U        0.94810888       0.9814181          3.394%        0.033309               5
         219.188               5                           * L        0.95083667       0.9814181          3.116%        0.030581               6
         257.553               6                                      0.95083667       0.9814181          3.116%        0.030581               7
         292.422               7                           * L U      0.95157646      0.98069439         2.9691%        0.029118               8
         316.584               8                           * U        0.95157646      0.98069428         2.9691%        0.029118               9
         354.641               9                           * L        0.95320983      0.98069428         2.8025%        0.027484              10
         397.642              10                                      0.95320983      0.98069428         2.8025%        0.027484              11
         449.317              11                                      0.95320983      0.98069428         2.8025%        0.027484              12
         498.289              12                                      0.95320983      0.98069428         2.8025%        0.027484              13
         548.804              13                           * L        0.95322556      0.98069428         2.8009%        0.027469              14
         617.115              14                                      0.95322556      0.98069428         2.8009%        0.027469              15
         665.778              15                           * L        0.95424084      0.98069428         2.6974%        0.026453              16
         718.319              16                                      0.95424084      0.98069428         2.6974%        0.026453              17
         761.167              17                           * L U      0.95482362      0.98037896         2.6067%        0.025555              18
         775.216              18                           * U        0.95482362      0.97978525         2.5477%        0.024962              19
         790.013              19                           * L        0.95500008      0.97978525         2.5297%        0.024785              20
         828.618              20                                      0.95500008      0.97978525         2.5297%        0.024785              21
        1081.458              21           Bound           * L        0.95522898      0.97978525         2.5063%        0.024556              20
        1114.818              22                                      0.95522898      0.97978525         2.5063%        0.024556              21
        1350.501              23           Bound           * L        0.95539681      0.97978525         2.4892%        0.024388              20
        1387.465              24                                      0.95539681      0.97978525         2.4892%        0.024388              21
        1668.519              25           Bound           * L        0.95557738      0.97978525         2.4707%        0.024208              20
        1697.474              26                                      0.95557738      0.97978525         2.4707%        0.024208              21
        1735.917              27                                      0.95557738      0.97978525         2.4707%        0.024208              22
        1751.398              28                                      0.95557738      0.97978525         2.4707%        0.024208              23
        1785.673              29                           * L        0.95630662      0.97978525         2.3963%        0.023479              24
        1827.636              30                                      0.95630662      0.97978525         2.3963%        0.023479              25
        1865.621              31                                      0.95630662      0.97978525         2.3963%        0.023479              26
        1884.605              32                                      0.95630662      0.97978525         2.3963%        0.023479              27
        1918.194              33                           * L        0.95667388      0.97978525         2.3588%        0.023111              28
        1953.767              34                                      0.95667388      0.97978525         2.3588%        0.023111              29
        1989.451              35                           * L        0.95698218      0.97978525         2.3274%        0.022803              30
        2025.937              36                                      0.95698218      0.97978525         2.3274%        0.022803              31
        2060.313              37                                      0.95698218      0.97978525         2.3274%        0.022803              32
         2075.26              38                                      0.95698218      0.97978525         2.3274%        0.022803              33
        2111.005              39                           * L        0.95700327      0.97978525         2.3252%        0.022782              34
        2146.477              40                                      0.95700327      0.97978525         2.3252%        0.022782              35
        2180.194              41                                      0.95700327      0.97978525         2.3252%        0.022782              36
         2195.82              42                                      0.95700327      0.97978525         2.3252%        0.022782              37
        2228.027              43                           * L        0.95716153      0.97978525          2.309%        0.022624              38
        2245.245              44                                      0.95716153      0.97978525          2.309%        0.022624              39
         2281.74              45                           * L        0.95728695      0.97978525         2.2962%        0.022498              40
        2294.904              46                                      0.95728695      0.97978525         2.2962%        0.022498              41
        2342.497              47                           * L        0.95740788      0.97978525         2.2839%        0.022377              42
        2382.119              48                                      0.95740788      0.97978525         2.2839%        0.022377              43
        2428.001              49                           * L        0.95743033      0.97978525         2.2816%        0.022355              44
        2445.616              50                                      0.95743033      0.97978525         2.2816%        0.022355              45
        2476.422              51                           * L        0.95761229      0.97978525          2.263%        0.022173              46
        2517.466              52                                      0.95761229      0.97978525          2.263%        0.022173              47
        2535.718              53                           * L        0.95765532      0.97978525         2.2587%         0.02213              48
        2575.575              54                                      0.95765532      0.97978525         2.2587%         0.02213              49
        2592.587              55                           * L        0.95783143      0.97978525         2.2407%        0.021954              50
        2640.978              56                                      0.95783143      0.97978525         2.2407%        0.021954              51
        2683.922              57                           * L        0.95788109      0.97978525         2.2356%        0.021904              52
        2701.598              58                                      0.95788109      0.97978525         2.2356%        0.021904              53
