Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split,LB_selected,Rel_Gap_selected
1196.616,233,0.987591362,0.987738757,0.0149224%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591364,0.0149222%
1200.071,234,0.987591392,0.987738757,0.0149194%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591362,0.0149224%
1200.382,235,0.987591514,0.987738757,0.0149071%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591392,0.0149194%
1203.574,236,0.987590469,0.987738757,0.0150128%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591514,0.0149071%
1207.277,237,0.987590474,0.987738757,0.0150123%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590469,0.0150128%
1210.708,238,0.987590479,0.987738757,0.0150118%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590474,0.0150123%
1213.884,239,0.987590486,0.987738757,0.0150112%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590479,0.0150118%
1217.282,240,0.987591518,0.987738757,0.0149067%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987590486,0.0150112%
1220.694,241,0.987591101,0.987738757,0.0149488%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591518,0.0149067%
1223.780,242,0.987591530,0.987738757,0.0149054%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591101,0.0149488%
1224.093,243,0.987590487,0.987738757,0.0150110%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591530,0.0149054%
1227.450,244,0.987590491,0.987738757,0.0150106%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590487,0.0150110%
1230.705,245,0.987590496,0.987738757,0.0150101%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590491,0.0150106%
1233.838,246,0.987590287,0.987738757,0.0150313%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590496,0.0150101%
1237.196,247,0.987590281,0.987738757,0.0150319%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590287,0.0150313%
1240.322,248,0.987591034,0.987738757,0.0149556%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590281,0.0150319%
1243.655,249,0.987590284,0.987738757,0.0150316%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591034,0.0149556%
1246.949,250,0.987591037,0.987738757,0.0149553%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590284,0.0150316%
1250.244,251,0.987590289,0.987738757,0.0150311%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591037,0.0149553%
1253.600,252,0.987590286,0.987738757,0.0150313%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590289,0.0150311%
1256.942,253,0.987591037,0.987738757,0.0149553%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590286,0.0150313%
1260.067,254,0.987591040,0.987738757,0.0149551%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591037,0.0149553%
1263.531,255,0.987591043,0.987738757,0.0149547%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591040,0.0149551%
1266.755,256,0.987591037,0.987738757,0.0149553%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591043,0.0149547%
1270.027,257,0.987591040,0.987738757,0.0149551%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591037,0.0149553%
1273.520,258,0.987591042,0.987738757,0.0149549%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591040,0.0149551%
1276.707,259,0.987591044,0.987738757,0.0149546%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591042,0.0149549%
1280.017,260,0.987591048,0.987738757,0.0149543%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591044,0.0149546%
1283.456,261,0.987591114,0.987738757,0.0149475%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591048,0.0149543%
1286.681,262,0.987591049,0.987738757,0.0149541%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591114,0.0149475%
1290.161,263,0.987591553,0.987738757,0.0149031%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591049,0.0149541%
1293.772,264,0.987591050,0.987738757,0.0149540%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591553,0.0149031%
1296.949,265,0.987591567,0.987738757,0.0149017%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591050,0.0149540%
1300.360,266,0.987591570,0.987738757,0.0149014%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591567,0.0149017%
1303.540,267,0.987590189,0.987738757,0.0150412%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591570,0.0149014%
1306.839,268,0.987590191,0.987738757,0.0150410%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590189,0.0150412%
1310.228,269,0.987591562,0.987738757,0.0149022%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590191,0.0150410%
1313.425,270,0.987591563,0.987738757,0.0149021%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591562,0.0149022%
1316.751,271,0.987591565,0.987738757,0.0149019%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591563,0.0149021%
1320.141,272,0.987591568,0.987738757,0.0149016%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591565,0.0149019%
1323.285,273,0.987590192,0.987738757,0.0150409%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591568,0.0149016%
1326.522,274,0.987591562,0.987738757,0.0149022%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590192,0.0150409%
1329.759,275,0.987591565,0.987738757,0.0149018%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591562,0.0149022%
1333.002,276,0.987590218,0.987738757,0.0150383%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591565,0.0149018%
1336.307,277,0.987590220,0.987738757,0.0150381%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590218,0.0150383%
1339.556,278,0.987591567,0.987738757,0.0149016%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987590220,0.0150381%
1343.232,279,0.987591569,0.987738757,0.0149015%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591567,0.0149016%
1346.635,280,0.987591570,0.987738757,0.0149013%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591569,0.0149015%
1349.845,281,0.987591572,0.987738757,0.0149012%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591570,0.0149013%
1353.135,282,0.987591573,0.987738757,0.0149011%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591572,0.0149012%
1356.404,283,0.987591574,0.987738757,0.0149010%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591573,0.0149011%
1359.695,284,0.987591575,0.987738757,0.0149009%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591574,0.0149010%
1362.984,285,0.987591575,0.987738757,0.0149008%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591575,0.0149009%
1366.090,286,0.987591576,0.987738757,0.0149008%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591575,0.0149008%
1369.402,287,0.987591577,0.987738757,0.0149007%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591576,0.0149008%
1372.639,288,0.987591577,0.987738757,0.0149006%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591577,0.0149007%
1375.967,289,0.987591578,0.987738757,0.0149006%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591577,0.0149006%
1379.314,290,0.987591578,0.987738757,0.0149005%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591578,0.0149006%
1382.527,291,0.987591579,0.987738757,0.0149005%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591578,0.0149005%
1385.741,292,0.987591579,0.987738757,0.0149004%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591579,0.0149005%
1388.920,293,0.987591580,0.987738757,0.0149004%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591579,0.0149004%
1392.271,294,0.987590380,0.987738757,0.0150218%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591580,0.0149004%
1395.596,295,0.987591597,0.987738757,0.0148986%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987590380,0.0150218%
1395.884,296,0.987591060,0.987738757,0.0149530%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591597,0.0148986%
1399.113,297,0.987591065,0.987738757,0.0149525%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591060,0.0149530%
1402.520,298,0.987591600,0.987738757,0.0148983%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591065,0.0149525%
1405.984,299,0.987591626,0.987738757,0.0148957%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591600,0.0148983%
1406.288,300,0.987591626,0.987738757,0.0148957%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591626,0.0148957%
1410.014,301,0.987591647,0.987738757,0.0148935%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591626,0.0148957%
1410.339,302,0.987591646,0.987738757,0.0148937%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591647,0.0148935%
1413.638,303,0.987591720,0.987738757,0.0148862%,0.00015,0.987733907,0.987738757,OUTSIDE,OUTSIDE,0.987591646,0.0148937%
1413.947,304,0.987591721,0.987738757,0.0148861%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591720,0.0148862%
1417.276,305,0.987591722,0.987738757,0.0148860%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591721,0.0148861%
1420.612,306,0.987591723,0.987738757,0.0148859%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591722,0.0148860%
1423.928,307,0.987591724,0.987738757,0.0148858%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591723,0.0148859%
1427.315,308,0.987591725,0.987738757,0.0148857%,0.00015,0.987733907,0.987738757,INSIDE,OUTSIDE,0.987591724,0.0148858%
