Time (s),Nodes Explored,Pruned by,Bound Update,LB,UB,Rel. Gap,Abs. Gap,# Nodes
2972.924,1, ,* L  ,0.97613063,inf,inf%,inf,2
5332.315,2, , ,0.97613063,inf,inf%,inf,3
7359.895,3, ,* L  ,0.97643832,inf,inf%,inf,4
9353.385,4, ,* U  ,0.97643832,2.1320011,54.2009%,1.155563,5
11656.002,5, ,* L  ,0.97663771,2.1320011,54.1915%,1.155363,6
13534.429,6, , ,0.97663771,2.1320011,54.1915%,1.155363,7
15938.012,7, ,* L  ,0.97681889,2.1320011,54.183%,1.155182,8
17738.045,8, , ,0.97681889,2.1320011,54.183%,1.155182,9
20248.733,9, ,* L  ,0.97684368,2.1320011,54.1818%,1.155157,10
21904.241,10, , ,0.97684368,2.1320011,54.1818%,1.155157,11
23821.685,11, ,* L U,0.97687441,1.8416849,46.9576%,0.86481,12
24063.977,12, ,* U  ,0.97687441,0.98045026,0.3647%,0.003576,13
26939.062,13, ,* L  ,0.97688585,0.98045026,0.3635%,0.003564,14
27216.07,14, ,* U  ,0.97688585,0.97969821,0.2871%,0.002812,15
30311.297,15, ,* L  ,0.97714716,0.97969821,0.2604%,0.002551,16
